response_id,user_id,puzzle_id,puzzle_type,puzzle_number,difficulty,preference,creativity,fairness,overall_feedback,submitted_at
GtCzPnTTEUKRKGOIEa8e,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_06_gpt,gpt,6,2,3,2,3,Ts long ,2026-05-11T23:22:19.007Z
tYuehEQ9hijrpnCMtpYD,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_06_gpt,gpt,6,3,3,3,4,,2026-05-11T23:22:32.495Z
3TPwEhXJFdNMWHRNggFs,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_06_gpt,gpt,6,3,3,3,3,,2026-05-11T23:23:52.791Z
e4bv13MTkIh3ZhhdBfbp,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_06_gpt,gpt,6,1,4,3,5,,2026-05-12T00:43:28.818Z
AM60rZebV4Xgjlu7NEIT,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_06_gpt,gpt,6,2,4,4,4,,2026-05-12T01:23:58.106Z
sXYwk5PNnTAxFXkn08ih,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_06_gpt,gpt,6,3,4,5,5,,2026-05-12T02:25:34.521Z
gDIKrba7xUctKl0qgbNV,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_06_gpt,gpt,6,3,4,4,4,,2026-05-12T03:57:52.755Z
QutMd81oCmsPAN07LLZK,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_06_gpt,gpt,6,5,1,3,1,farm animals are easier that suite silly,2026-05-12T04:24:44.313Z
GctH8i351qbpoDumobZ9,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_06_gpt,gpt,6,1,3,3,4,,2026-05-12T05:29:01.714Z
yUGjyxHUIu302dc89hny,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_07_nyt,nyt,7,4,3,3,3,,2026-05-11T21:34:34.241Z
LvlEL14ipVzZcv3uhpdu,2Oi1haPVkAhdYQIeHkcteb1asfR2,puzzle_07_nyt,nyt,7,5,1,2,4,,2026-05-11T21:40:44.720Z
Dx16okc0QRzUZDWqedcR,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_07_nyt,nyt,7,4,3,4,3,,2026-05-11T21:49:46.975Z
5mpt6cn88ZL0mV2C4VZB,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_07_nyt,nyt,7,4,4,2,2,,2026-05-11T21:53:06.535Z
JDaLaPGhb9nKECc6qdRn,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_07_nyt,nyt,7,3,3,3,2,,2026-05-11T22:11:51.115Z
29k4vLxJhBMIllHhqLo3,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_07_nyt,nyt,7,4,3,4,2,,2026-05-11T22:14:11.816Z
s72mcEQMsAh9h5U31Xjv,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_07_nyt,nyt,7,5,1,2,2,,2026-05-11T22:17:51.058Z
IrapNNhQAgdjoEErX3S9,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_07_nyt,nyt,7,5,5,5,5,,2026-05-11T22:44:43.914Z
t3v5lmuDOkN5Yxjbdg9s,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_07_nyt,nyt,7,4,5,5,5,,2026-05-11T23:09:18.997Z
oLrecrciWVnz1mLtJtlP,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_07_nyt,nyt,7,5,4,5,2,,2026-05-11T23:25:58.767Z
FFha4sfH8oDZL6w5JWtW,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_07_nyt,nyt,7,4,1,3,2,,2026-05-11T23:26:09.403Z
K68Amxi04jZD7FxpGV0w,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_07_nyt,nyt,7,3,2,3,3,,2026-05-11T23:26:21.047Z
g9YP7z8bFW5UAUA9yCSo,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_07_nyt,nyt,7,3,2,2,3,,2026-05-12T00:45:29.527Z
UA6zdZmofDhhC6SIjPjo,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_07_nyt,nyt,7,4,3,5,3,,2026-05-12T01:26:50.806Z
rmiH8fO0j706VlWg8LHo,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_07_nyt,nyt,7,4,4,5,4,,2026-05-12T02:29:36.325Z
4i10XCP6DJY7soZMOtYA,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_07_nyt,nyt,7,5,4,4,3,,2026-05-12T03:59:29.263Z
3flzNcFzsm9U3eVKcnUp,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_07_nyt,nyt,7,3,2,5,4,i feel like i tried the first combo and nothing but i also have short term memory ,2026-05-12T04:26:12.981Z
bGKa2TFD3s84Q3yiPJHW,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_07_nyt,nyt,7,2,2,4,3,,2026-05-12T05:30:26.534Z
NhbHet6azSbnhzxEXrqh,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_08_multi,multi,8,3,3,3,3,,2026-05-11T21:36:07.487Z
YQqp5OsJjKn3zQjPO1dc,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_08_multi,multi,8,2,4,4,3,,2026-05-11T21:50:34.504Z
ZzdCb955XYjE5wWSKt4W,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_08_multi,multi,8,4,3,3,3,,2026-05-11T21:53:26.202Z
4DwnVspkIIYXs7Zrnjpi,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_08_multi,multi,8,3,3,3,2,,2026-05-11T22:13:25.910Z
sGtOcgie0VkPYdj1yTRj,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_08_multi,multi,8,3,4,4,4,,2026-05-11T22:15:23.665Z
MXxRs5gd6bd4CtzlV6wx,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_08_multi,multi,8,3,3,2,2,,2026-05-11T22:21:36.216Z
bWV8ktHXu1dThgdVprpY,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_08_multi,multi,8,5,4,2,5,,2026-05-11T22:45:57.143Z
gtDR1gS5XuEkeuR6HhaF,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_08_multi,multi,8,4,4,5,4,,2026-05-11T23:10:28.526Z
PnwXBjn1e2V8NhZOwN3K,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_08_multi,multi,8,3,3,2,4,,2026-05-11T23:28:05.978Z
EOfCGZw87rmYHLbs6jSQ,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_08_multi,multi,8,3,5,5,4,,2026-05-11T23:28:47.588Z
qCOudnoxJsL3yyXfang8,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_08_multi,multi,8,3,3,3,3,,2026-05-11T23:30:39.350Z
Max0JX0OQJDfOUyoejEp,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_08_multi,multi,8,3,2,1,1,,2026-05-12T00:46:51.397Z
8c7F59p26e2QsZGjXyUv,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_08_multi,multi,8,5,3,5,2,,2026-05-12T01:28:11.691Z
to0baWyy5kKtU68LZLGL,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_08_multi,multi,8,4,4,5,4,,2026-05-12T02:32:00.752Z
ScNST5zOO35rzfE8wgmJ,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_08_multi,multi,8,5,3,3,4,,2026-05-12T04:01:06.902Z
KGxxZTnTRG6s4HYu390q,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_08_multi,multi,8,5,1,3,1,Rage quit,2026-05-12T04:27:39.489Z
KX6yA9Qiqh8FOTT7iX1E,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_08_multi,multi,8,4,4,4,4,,2026-05-12T05:33:18.085Z
